Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1,0.0,1.0,0.44034960864719086,0.0,0.16666666666666666,0.6070260397043958,0.0
1,0.5,0.0,0.5579035407552049,0.0,0.16666666666666666,0.5261635414246925,1.0
0,0.5,1.0,0.5579035407552049,0.125,0.0,0.5373931885097546,1.0
0,1.0,0.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
0,0.0,1.0,0.42391839883370597,0.0,0.16666666666666666,0.6220434716091641,1.0
0,1.0,1.0,0.5533351189055027,0.0,0.0,0.4575102509375858,1.0
0,1.0,1.0,0.5760816011568849,0.25,0.0,0.43828637974458046,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
1,1.0,0.0,0.42391839883370597,0.0,0.0,0.38008805088651243,1.0
1,1.0,1.0,0.4978259932790342,0.0,0.0,0.4064512868764628,1.0
0,1.0,1.0,0.5794308998041521,0.0,0.0,0.42845836148554584,1.0
1,1.0,0.0,0.4978259932790342,0.125,0.0,0.5294376382632878,0.5
0,0.0,1.0,0.6209702814681355,0.0,0.0,0.5916289642426651,1.0
0,1.0,0.0,0.3692438974611769,0.125,0.0,0.49951692650738605,0.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.4483469373725304,1.0
0,1.0,0.0,0.4160650722164084,0.125,0.0,0.46878539403368413,1.0
0,1.0,0.0,0.3866391952087103,0.0,0.0,0.5007246140365249,0.0
0,1.0,1.0,0.42391839883370597,0.0,0.0,0.43828637974458046,1.0
0,1.0,1.0,0.7487569333733186,0.0,0.0,0.39492446436253303,0.5
0,0.5,1.0,0.5289318002833451,0.125,0.0,0.5221747008933499,1.0
0,0.0,1.0,0.44778803129651024,0.0,0.16666666666666666,0.7230881531910089,0.0
0,1.0,0.0,0.3025785219266238,0.5,0.3333333333333333,0.5665407176699173,1.0
0,0.5,1.0,0.42391839883370597,0.25,0.0,0.6173277077533108,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4483469373725304,1.0
0,0.5,1.0,0.5506606921837749,0.125,0.0,0.5616485246560272,0.0
1,0.5,0.0,0.5506606921837749,0.0,0.0,0.4895936900036676,1.0
0,0.0,1.0,0.6571603408131788,0.0,0.16666666666666666,0.6220434716091641,1.0
1,1.0,1.0,0.3628563104078305,0.125,0.0,0.4788163108705553,0.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
1,1.0,1.0,0.44778803129651024,0.0,0.0,0.33862332575203624,1.0
1,1.0,0.0,0.4978259932790342,0.125,0.16666666666666666,0.5251623727298073,0.0
0,1.0,1.0,0.6123987547851958,0.0,0.0,0.3192163198209954,1.0
0,1.0,1.0,0.5533351189055027,0.0,0.0,0.42845836148554584,0.0
0,1.0,1.0,0.4160650722164084,0.0,0.0,0.3270734992848313,1.0
0,1.0,0.0,0.6209702814681355,0.125,0.0,0.5021740067115567,1.0
1,0.5,0.0,0.5289318002833451,0.125,0.0,0.5373931885097546,1.0
0,0.5,1.0,0.45626973624712763,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,0.44034960864719086,0.0,0.0,0.5036186750430606,0.0
1,0.0,0.0,0.40799002034336385,0.0,0.3333333333333333,0.5440803939018956,1.0
0,0.0,1.0,0.5760816011568849,0.125,0.0,0.5951117782251508,1.0
0,1.0,1.0,0.3779565283814268,0.0,0.0,0.4636265496246381,1.0
0,0.0,1.0,0.44778803129651024,0.0,0.0,0.6288284496418153,0.0
0,1.0,0.0,0.4978259932790342,0.0,0.3333333333333333,0.5048327479576674,0.0
1,1.0,0.0,0.43315207853187637,0.0,0.0,0.39492446436253303,1.0
1,1.0,0.0,0.44778803129651024,0.125,0.0,0.50943500827718,1.0
0,1.0,1.0,0.40799002034336385,0.0,0.0,0.31293481526329425,0.5
0,0.5,1.0,0.3966623340983409,0.0,0.0,0.4795580903960572,1.0
0,0.5,1.0,0.40799002034336385,0.125,0.16666666666666666,0.575422801995535,1.0
1,1.0,1.0,0.4675096096866259,0.0,0.0,0.4117376275840675,1.0
0,1.0,0.0,0.35449345011636557,0.25,0.3333333333333333,0.5721802927901016,1.0
0,0.5,1.0,0.5752077157069709,0.0,0.3333333333333333,0.5373931885097546,1.0
0,0.5,1.0,0.5987240403310208,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,0.6440067577201629,0.0,0.0,0.48319065676153156,1.0
1,0.0,0.0,0.43315207853187637,0.125,0.0,0.6091169191124597,1.0
0,1.0,1.0,0.6643023561297148,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.5931617940366414,0.0,0.3333333333333333,0.5021740067115567,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.3732740765024096,1.0
0,0.0,1.0,0.6440067577201629,0.0,0.16666666666666666,0.6061267875628716,0.0
1,1.0,0.0,0.3779565283814268,0.0,0.0,0.3836826214666587,0.5
0,1.0,1.0,0.5353177329359075,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4599876370181719,1.0
0,1.0,1.0,0.4978259932790342,1.0,0.3333333333333333,0.6123987547851958,1.0
0,1.0,1.0,0.6068484163993966,0.0,0.16666666666666666,0.5118652871156263,1.0
1,0.5,0.0,0.5897450537859864,0.0,0.0,0.5084738771467116,1.0
0,1.0,1.0,0.4623461705678389,0.0,0.0,0.4064512868764628,1.0
0,1.0,1.0,0.3866391952087103,0.0,0.0,0.4599876370181719,1.0
0,1.0,1.0,0.27981739789987237,0.5,0.16666666666666666,0.5807978374617785,1.0
1,1.0,1.0,0.35449345011636557,0.0,0.3333333333333333,0.5204419095945336,1.0
1,0.0,0.0,0.4978259932790342,0.0,0.16666666666666666,0.5971016752349488,1.0
0,1.0,0.0,0.6123987547851958,0.125,0.6666666666666666,0.5541822734678037,1.0
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5325203673642362,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.600375001533275,1.0
0,0.0,1.0,0.6936065394812824,0.0,0.0,0.5709543123601899,1.0
0,1.0,1.0,0.32945315255386226,0.5,0.16666666666666666,0.5573255055537766,0.5
1,1.0,0.0,0.27981739789987237,0.125,0.16666666666666666,0.4783210927660373,1.0
0,1.0,1.0,0.42391839883370597,0.0,0.0,0.43828637974458046,1.0
0,0.0,1.0,0.667162051622284,0.0,0.0,0.5639665102444672,0.0
0,1.0,1.0,0.3966623340983409,0.125,0.16666666666666666,0.4167698439704556,1.0
0,1.0,1.0,0.4978259932790342,0.375,0.16666666666666666,0.5312146059569067,1.0
0,0.0,0.0,0.6376558435166434,0.0,0.0,0.5557890610588747,0.0
0,0.5,1.0,0.5353177329359075,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.5705895260910279,0.0,0.0,0.0,1.0
0,1.0,0.0,0.4978259932790342,1.0,0.3333333333333333,0.6123987547851958,1.0
0,0.5,1.0,0.4978259932790342,0.0,0.0,0.503635344785293,0.0
0,1.0,1.0,0.35449345011636557,0.5,0.3333333333333333,0.5683943213256838,1.0
1,0.5,1.0,0.27981739789987237,0.25,0.16666666666666666,0.5777444618916184,1.0
1,1.0,0.0,0.32945315255386226,0.0,0.3333333333333333,0.524639091289232,1.0
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5883131511536309,1.0
1,1.0,0.0,0.4978259932790342,0.125,0.0,0.5067685847733391,0.5
1,0.0,1.0,0.6123987547851958,0.0,0.0,0.5477878099218253,1.0
0,1.0,1.0,0.5897450537859864,0.125,0.16666666666666666,0.5067685847733391,0.5
0,1.0,1.0,0.5705895260910279,0.0,0.0,0.42845836148554584,1.0
1,0.5,0.0,0.5475147250141573,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,0.40799002034336385,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,0.40799002034336385,0.125,0.0,0.4167698439704556,1.0
1,0.5,1.0,0.3192163198209954,0.125,0.16666666666666666,0.5373931885097546,1.0
1,0.0,0.0,0.6068484163993966,0.0,0.0,0.5513742636740908,0.0
1,0.0,0.0,0.6767077140108874,0.0,0.0,0.6763616417665399,0.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,0.5987240403310208,0.0,0.16666666666666666,0.45662270865314486,1.0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
0,0.5,0.0,0.44778803129651024,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4664848597225169,1.0
0,1.0,1.0,0.4978259932790342,1.0,0.3333333333333333,0.6123987547851958,1.0
0,1.0,1.0,0.5579035407552049,0.0,0.0,0.3075768084277973,1.0
0,1.0,1.0,0.6158169949398109,0.0,0.0,0.3464032120058173,0.0
1,1.0,1.0,0.3966623340983409,0.0,0.0,0.4483469373725304,1.0
0,1.0,0.0,0.3025785219266238,0.0,0.16666666666666666,0.47030913785405226,1.0
0,1.0,1.0,0.5475147250141573,0.125,0.0,0.50943500827718,1.0
1,1.0,1.0,0.4623461705678389,0.0,0.0,0.5163766392493717,0.0
1,1.0,0.0,0.3779565283814268,0.0,0.0,0.39492446436253303,0.5
1,0.0,1.0,0.5897450537859864,0.0,0.0,0.5647115128375297,0.0
0,1.0,1.0,0.44778803129651024,0.0,0.0,0.3270734992848313,1.0
1,0.5,0.0,0.5638056570361273,0.0,0.0,0.5221747008933499,1.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.36814570743360975,1.0
0,0.5,1.0,0.5353177329359075,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.4978259932790342,0.125,0.0,0.39492446436253303,0.5
1,0.0,0.0,0.5421291926909031,0.125,0.0,0.6599819216588341,0.0
1,1.0,0.0,0.4675096096866259,0.0,0.0,0.43828637974458046,1.0
0,0.5,1.0,0.5987240403310208,0.125,0.0,0.55026334283178,1.0
1,0.0,0.0,0.5475147250141573,0.0,0.0,0.6194847631712905,0.0
0,0.5,1.0,0.5353177329359075,0.0,0.0,0.4740870124718861,1.0
1,1.0,1.0,0.3779565283814268,0.0,0.0,0.4483469373725304,1.0
0,0.5,1.0,0.4675096096866259,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.6440067577201629,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
1,0.0,1.0,0.5794308998041521,0.125,0.0,0.6455065498742252,1.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.464396136446093,1.0
1,0.5,1.0,0.40799002034336385,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.41942555304198104,0.0,0.0,0.36814570743360975,1.0
0,0.5,1.0,0.3966623340983409,0.0,0.0,0.4895936900036676,1.0
0,1.0,0.0,0.4978259932790342,0.375,0.16666666666666666,0.5312146059569067,1.0
1,0.0,0.0,0.5638056570361273,0.125,0.0,0.6390079088233989,1.0
0,1.0,1.0,0.5289318002833451,0.0,0.0,0.4064512868764628,1.0
0,0.5,1.0,0.6807836801695953,0.0,0.0,0.4961343875757615,1.0
1,1.0,0.0,0.3390462187492944,0.5,0.3333333333333333,0.5683943213256838,1.0
0,0.5,1.0,0.44778803129651024,0.0,0.0,0.4740870124718861,1.0
0,1.0,0.0,0.4978259932790342,0.0,0.0,0.3774141876810806,1.0
0,0.5,1.0,0.6068484163993966,0.125,0.0,0.5373931885097546,1.0
1,0.5,0.0,0.34894368318324626,0.0,0.3333333333333333,0.5429282407860633,1.0
0,0.5,1.0,0.40799002034336385,0.0,0.0,0.4740870124718861,1.0
0,0.5,1.0,0.5533351189055027,0.0,0.0,0.4807681923671631,1.0
0,1.0,0.0,0.4978259932790342,0.125,0.0,0.49951692650738605,0.0
1,1.0,0.0,0.4978259932790342,0.125,0.0,0.5067685847733391,0.5
0,0.5,1.0,0.5289318002833451,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.3360274863599648,1.0
0,1.0,1.0,0.5353177329359075,0.0,0.0,0.3464032120058173,0.0
0,0.0,1.0,0.6068484163993966,0.25,0.0,0.6455065498742252,0.5
0,1.0,0.0,0.45626973624712763,0.0,0.0,0.4064512868764628,1.0
1,0.5,0.0,0.44778803129651024,0.0,0.3333333333333333,0.5021740067115567,1.0
1,0.0,1.0,0.5760816011568849,0.125,0.16666666666666666,0.5939371525276729,1.0
0,0.5,1.0,0.6571603408131788,0.125,0.0,0.5373931885097546,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.36814570743360975,1.0
0,1.0,0.0,0.5289318002833451,0.125,0.16666666666666666,0.47030913785405226,1.0
0,0.0,1.0,0.6994517549420707,0.0,0.0,0.5477878099218253,1.0
0,1.0,1.0,0.5353177329359075,0.125,0.0,0.5118652871156263,1.0
0,1.0,0.0,0.5947186662152916,0.0,0.3333333333333333,0.5192082852064193,1.0
1,1.0,0.0,0.5289318002833451,0.0,0.3333333333333333,0.5048327479576674,0.0
1,0.0,0.0,0.4978259932790342,0.0,0.0,0.6288284496418153,0.0
1,0.0,0.0,0.5353177329359075,0.0,0.0,0.6404030247022602,1.0
1,0.0,0.0,0.5638056570361273,0.0,0.0,1.0,0.0
1,0.5,0.0,0.6376558435166434,0.0,0.16666666666666666,0.5373931885097546,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
1,1.0,1.0,0.3192163198209954,0.5,0.3333333333333333,0.5683943213256838,1.0
0,0.0,1.0,0.6494195154377587,0.125,0.16666666666666666,0.6312386886545315,1.0
0,0.0,1.0,0.5897450537859864,0.0,0.0,0.0,1.0
0,1.0,0.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
0,0.5,1.0,0.5705895260910279,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.3779565283814268,0.5,0.16666666666666666,0.5807978374617785,1.0
1,1.0,1.0,0.45626973624712763,0.125,0.0,0.4064512868764628,1.0
1,0.0,0.0,0.6767077140108874,0.0,0.16666666666666666,0.6867806947468754,1.0
1,0.0,0.0,0.5638056570361273,0.0,0.0,0.6729265007057594,1.0
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5647115128375297,1.0
1,1.0,1.0,0.45626973624712763,0.0,0.0,0.0,1.0
1,0.5,0.0,0.5947186662152916,0.0,0.16666666666666666,0.5182236662660242,1.0
0,0.0,1.0,0.5760816011568849,0.0,0.16666666666666666,0.558774541820896,0.0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
1,0.0,0.0,0.7081899787057498,0.125,0.0,0.624236700310742,1.0
0,1.0,0.0,0.6123987547851958,0.0,0.0,0.39492446436253303,1.0
0,0.5,1.0,0.4978259932790342,0.0,0.0,0.0,1.0
0,1.0,1.0,0.3455320871135414,0.5,0.16666666666666666,0.5573255055537766,0.5
1,1.0,0.0,0.5638056570361273,0.125,0.16666666666666666,0.5197013443584122,1.0
0,1.0,1.0,0.7236435489390141,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4167698439704556,1.0
0,1.0,1.0,0.3779565283814268,0.0,0.0,0.4664848597225169,1.0
1,1.0,1.0,0.40799002034336385,0.0,0.0,0.4483469373725304,1.0
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5373931885097546,1.0
0,1.0,1.0,0.5533351189055027,0.0,0.0,0.4599876370181719,0.0
1,1.0,1.0,0.5353177329359075,0.0,0.0,0.4664848597225169,1.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.42845836148554584,1.0
1,0.5,1.0,0.5987240403310208,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,0.43315207853187637,0.0,0.0,0.39492446436253303,0.5
1,0.0,0.0,0.4623461705678389,0.0,0.0,0.6264965261228748,1.0
1,0.0,0.0,0.40799002034336385,0.125,0.0,0.6478248908169066,0.0
0,0.5,1.0,0.5705895260910279,0.0,0.0,0.48330001181674437,0.0
0,1.0,0.0,0.44778803129651024,0.0,0.0,0.4624163228805938,1.0
0,1.0,1.0,0.44778803129651024,0.0,0.0,0.42845836148554584,1.0
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5513742636740908,0.0
0,1.0,1.0,0.44284317205890034,0.0,0.0,0.3574588034684496,0.0
0,0.0,0.0,0.3025785219266238,0.125,0.3333333333333333,0.6807836801695953,1.0
1,0.0,1.0,0.4978259932790342,0.0,0.0,0.5626065760269885,1.0
1,0.0,0.0,0.6376558435166434,0.0,0.16666666666666666,0.7230881531910089,0.0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
1,1.0,1.0,0.4978259932790342,0.25,0.0,0.5271675539982079,0.5
0,1.0,1.0,0.40799002034336385,0.0,0.0,0.0,1.0
1,0.5,0.0,0.4978259932790342,0.0,0.0,0.48128426950603415,0.5
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4483469373725304,1.0
1,0.0,1.0,0.26051787200954907,0.125,0.3333333333333333,0.6807836801695953,1.0
1,0.0,0.0,0.4978259932790342,0.0,0.0,0.656249213797818,0.0
1,0.0,0.0,0.3866391952087103,0.125,0.0,0.6527380875240476,0.0
0,0.5,1.0,0.5353177329359075,0.125,0.0,0.5281745367322644,0.0
1,0.0,0.0,0.5353177329359075,0.0,0.0,0.6027825593397075,0.0
1,0.0,0.0,0.44778803129651024,0.0,0.0,0.6363233976522155,0.0
1,0.0,0.0,0.3966623340983409,0.25,0.3333333333333333,0.7315857305611914,0.0
0,0.5,0.0,0.4623461705678389,0.125,0.16666666666666666,0.5373931885097546,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
0,0.5,1.0,0.6033376658922499,0.125,0.16666666666666666,0.5429282407860633,1.0
1,1.0,0.0,0.4623461705678389,0.0,0.0,0.4167698439704556,1.0
1,0.5,0.0,0.44778803129651024,0.125,0.0,0.5373931885097546,1.0
0,0.5,1.0,0.6571603408131788,0.0,0.0,0.4976502692440859,1.0
1,0.0,0.0,0.5421291926909031,0.0,0.3333333333333333,0.691630756465271,1.0
1,0.0,0.0,0.5897450537859864,0.125,0.16666666666666666,0.6701637331346998,0.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.36814570743360975,1.0
0,1.0,1.0,0.4675096096866259,0.0,0.0,0.42845836148554584,1.0
1,0.5,0.0,0.5353177329359075,0.0,0.0,0.48128426950603415,0.5
1,0.5,0.0,0.43315207853187637,0.125,0.16666666666666666,0.5563693366318496,1.0
0,1.0,1.0,0.4978259932790342,1.0,0.3333333333333333,0.6123987547851958,1.0
1,0.0,0.0,0.5705895260910279,0.0,0.0,0.6729265007057594,0.0
0,1.0,1.0,0.6936065394812824,0.0,0.0,0.3009809949850235,1.0
1,0.5,0.0,0.5705895260910279,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,0.5421291926909031,0.125,0.16666666666666666,0.5204419095945336,1.0
1,0.0,0.0,0.3779565283814268,0.0,0.16666666666666666,0.6046378629008248,0.0
1,1.0,0.0,0.4978259932790342,0.25,0.0,0.5271675539982079,0.5
0,0.0,1.0,0.6158169949398109,0.0,0.0,0.5557272750194713,1.0
0,0.0,1.0,0.5794308998041521,0.0,0.16666666666666666,0.6867806947468754,1.0
0,1.0,1.0,0.3779565283814268,0.25,0.0,0.5147917997571257,1.0
1,0.0,0.0,0.4978259932790342,0.125,0.0,0.6675660390724045,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
0,0.0,1.0,0.5289318002833451,0.125,0.0,0.6091169191124597,1.0
1,0.0,0.0,0.5947186662152916,0.0,0.0,0.6701637331346998,0.0
1,1.0,1.0,0.6123987547851958,0.0,0.0,0.4483469373725304,1.0
